-5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.080000000000000071e+00 1.199999999999999956e+00 1.000000000000000021e-02 5.000000000000000000e-01 9.499999999999998446e-01 5.641895835477561683e-01 1.015541250385961325e+00 5.641895835477561683e-01
-4.987500000000000266e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.080000000000000071e+00 1.199999999999999956e+00 1.000000000000000021e-02 5.000000000000000000e-01 9.499999999999998446e-01 5.641895835477561683e-01 1.015541250385961325e+00 5.641895835477561683e-01
-4.975000000000000533e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.080000000000000071e+00 1.199999999999999956e+00 1.000000000000000021e-02 5.000000000000000000e-01 9.499999999999998446e-01 5.641895835477561683e-01 1.015541250385961325e+00 5.641895835477561683e-01
-4.962500000000000799e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.080000000000000071e+00 1.199999999999999956e+00 1.000000000000000021e-02 5.000000000000000000e-01 9.499999999999998446e-01 5.641895835477561683e-01 1.015541250385961325e+00 5.641895835477561683e-01
-4.950000000000001066e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.080000000000000071e+00 1.199999999999999956e+00 1.000000000000000021e-02 5.000000000000000000e-01 9.499999999999998446e-01 5.641895835477561683e-01 1.015541250385961325e+00 5.641895835477561683e-01
-4.937500000000001332e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.080000000000000071e+00 1.199999999999999956e+00 1.000000000000000021e-02 5.000000000000000000e-01 9.499999999999998446e-01 5.641895835477561683e-01 1.015541250385961325e+00 5.641895835477561683e-01
-4.925000000000001599e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.080000000000000071e+00 1.199999999999999956e+00 1.000000000000000021e-02 5.000000000000000000e-01 9.499999999999998446e-01 5.641895835477561683e-01 1.015541250385961325e+00 5.641895835477561683e-01
-4.912500000000001865e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.080000000000000071e+00 1.199999999999999956e+00 1.000000000000000021e-02 5.000000000000000000e-01 9.499999999999998446e-01 5.641895835477561683e-01 1.015541250385961325e+00 5.641895835477561683e-01
-4.900000000000002132e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.080000000000000071e+00 1.199999999999999956e+00 1.000000000000000021e-02 5.000000000000000000e-01 9.499999999999998446e-01 5.641895835477561683e-01 1.015541250385961325e+00 5.641895835477561683e-01
-4.887500000000002398e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.080000000000000071e+00 1.199999999999999956e+00 1.000000000000000021e-02 5.000000000000000000e-01 9.499999999999998446e-01 5.641895835477561683e-01 1.015541250385961325e+00 5.641895835477561683e-01
-4.875000000000002665e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.080000000000000071e+00 1.199999999999999956e+00 1.000000000000000021e-02 5.000000000000000000e-01 9.499999999999998446e-01 5.641895835477561683e-01 1.015541250385961325e+00 5.641895835477561683e-01
-4.862500000000002931e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.080000000000000071e+00 1.199999999999999956e+00 1.000000000000000021e-02 5.000000000000000000e-01 9.499999999999998446e-01 5.641895835477561683e-01 1.015541250385961325e+00 5.641895835477561683e-01
-4.850000000000003197e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.080000000000000071e+00 1.199999999999999956e+00 1.000000000000000021e-02 5.000000000000000000e-01 9.499999999999998446e-01 5.641895835477561683e-01 1.015541250385961325e+00 5.641895835477561683e-01
-4.837500000000003464e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.080000000000000071e+00 1.199999999999999956e+00 1.000000000000000021e-02 5.000000000000000000e-01 9.499999999999998446e-01 5.641895835477561683e-01 1.015541250385961325e+00 5.641895835477561683e-01
-4.825000000000003730e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.080000000000000071e+00 1.199999999999999956e+00 1.000000000000000021e-02 5.000000000000000000e-01 9.499999999999998446e-01 5.641895835477561683e-01 1.015541250385961325e+00 5.641895835477561683e-01
-4.812500000000003997e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.080000000000000071e+00 1.199999999999999956e+00 1.000000000000000021e-02 5.000000000000000000e-01 9.499999999999998446e-01 5.641895835477561683e-01 1.015541250385961325e+00 5.641895835477561683e-01
-4.800000000000004263e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.080000000000000071e+00 1.199999999999999956e+00 1.000000000000000021e-02 5.000000000000000000e-01 9.499999999999998446e-01 5.641895835477561683e-01 1.015541250385961325e+00 5.641895835477561683e-01
