0.000000000000000000e+00 6.849482808235581865e-01
3.141592653589793394e-02 7.069213716676527870e-01
6.283185307179586787e-02 7.298370377513114793e-01
9.424777960769378793e-02 7.529047155831195548e-01
1.256637061435917357e-01 7.730641316226050108e-01
1.570796326794896558e-01 7.883187366650146188e-01
1.884955592153876036e-01 7.982989165198277615e-01
2.199114857512855237e-01 8.040114714978207067e-01
2.513274122871834715e-01 8.066303896069922930e-01
2.827433388230813360e-01 8.072366832663210312e-01
3.141592653589793116e-01 8.066919511171946056e-01
3.455751918948771761e-01 8.054091523050445067e-01
3.769911184307751517e-01 8.036528815847959750e-01
4.084070449666730163e-01 8.017101610387172839e-01
4.398229715025709918e-01 7.998140552042454221e-01
4.712388980384688564e-01 7.981818333042599578e-01
5.026548245743668319e-01 7.969677347738861606e-01
5.340707511102648075e-01 7.962471550327026026e-01
5.654866776461627831e-01 7.960495803442784180e-01
5.969026041820607587e-01 7.963749005238379697e-01
6.283185307179587342e-01 7.971981035311355157e-01
6.597344572538567098e-01 7.984749179103972638e-01
6.911503837897546854e-01 8.001455215505369756e-01
7.225663103256526609e-01 8.021365014435712926e-01
7.539822368615506365e-01 8.043641811342157055e-01
7.853981633974486121e-01 8.067363127293489811e-01
8.168140899333465876e-01 8.091517385768122184e-01
8.482300164692445632e-01 8.114976244956024765e-01
8.796459430051425388e-01 8.136446938794902328e-01
9.110618695410405143e-01 8.154442678355451335e-01
9.424777960769384899e-01 8.167285489041731239e-01
9.738937226128364655e-01 8.173160150839712257e-01
1.005309649148734330e+00 8.170276437243985113e-01
1.036725575684632528e+00 8.157232192737432497e-01
1.068141502220530281e+00 8.133576347032902554e-01
1.099557428756428479e+00 8.100269632451916335e-01
1.130973355292326232e+00 8.059391552212182841e-01
1.162389281828224430e+00 8.013750303689077814e-01
1.193805208364122183e+00 7.966976087967853060e-01
1.225221134900020381e+00 7.921857323204971602e-01
1.256637061435918135e+00 7.877094157730848423e-01
1.288052987971816332e+00 7.829589970750803207e-01
1.319468914507714086e+00 7.777348925897104026e-01
1.350884841043612283e+00 7.719852412430691091e-01
1.382300767579510037e+00 7.657594444192470373e-01
1.413716694115408234e+00 7.591677366030954444e-01
1.445132620651305988e+00 7.523195216827801568e-01
1.476548547187204186e+00 7.453330682544245800e-01
1.507964473723101939e+00 7.383663786285240560e-01
1.539380400259000137e+00 7.316013761515727243e-01
1.570796326794897890e+00 7.252758731523322178e-01
1.602212253330796088e+00 7.197494661288950102e-01
1.633628179866693841e+00 7.152953903469417840e-01
1.665044106402592039e+00 7.121211643742965114e-01
1.696460032938489793e+00 7.103720749299892168e-01
1.727875959474387990e+00 7.101691631762541146e-01
1.759291886010285744e+00 7.116363153905301830e-01
1.790707812546183941e+00 7.149043899585386663e-01
1.822123739082081695e+00 7.200896063004434966e-01
1.853539665617979892e+00 7.272357760577269348e-01
1.884955592153877646e+00 7.362031758423858152e-01
1.916371518689775844e+00 7.465261323588362474e-01
1.947787445225673597e+00 7.573017262260626214e-01
1.979203371761571795e+00 7.672243572060628569e-01
2.010619298297469548e+00 7.748697190766030696e-01
2.042035224833367302e+00 7.792248250657084485e-01
2.073451151369265055e+00 7.803000972018850900e-01
2.104867077905162809e+00 7.793379621333598184e-01
2.136283004441060562e+00 7.783186660842171811e-01
2.167698930976958316e+00 7.789415916790133343e-01
2.199114857512856069e+00 7.819034920652043752e-01
2.230530784048753823e+00 7.870599543898363359e-01
2.261946710584651576e+00 7.939920870289411958e-01
2.293362637120549330e+00 8.023388366785211279e-01
2.324778563656447083e+00 8.118557631456411183e-01
2.356194490192344837e+00 8.223777168693420236e-01
2.387610416728242591e+00 8.337829234018282465e-01
2.419026343264140344e+00 8.459738720178817672e-01
2.450442269800038098e+00 8.588675321957802700e-01
2.481858196335935851e+00 8.723963635545859407e-01
2.513274122871833605e+00 8.864980234575776663e-01
2.544690049407731358e+00 9.011275683871441400e-01
2.576105975943629112e+00 9.162411510184418351e-01
2.607521902479526865e+00 9.318264884150619931e-01
2.638937829015424619e+00 9.478805873049978015e-01
2.670353755551322372e+00 9.643764296952921367e-01
2.701769682087220126e+00 9.812835967494496492e-01
2.733185608623117879e+00 9.985893111985483239e-01
2.764601535159015633e+00 1.015919326530226430e+00
2.796017461694913386e+00 1.033031573078454279e+00
2.827433388230811140e+00 1.049529983263768562e+00
2.858849314766708893e+00 1.064829575580015897e+00
2.890265241302606647e+00 1.078228119049563283e+00
2.921681167838504400e+00 1.089361213053645194e+00
2.953097094374402154e+00 1.098008265058437738e+00
2.984513020910299907e+00 1.104183673172119295e+00
3.015928947446197661e+00 1.108106907748471315e+00
3.047344873982095415e+00 1.110269283087877534e+00
3.078760800517993168e+00 1.111239833343990124e+00
3.110176727053890922e+00 1.111565077106699162e+00
3.141592653589788675e+00 1.111266114807810013e+00
3.173008580125686429e+00 1.111565077106705157e+00
3.204424506661584182e+00 1.111239833344001449e+00
3.235840433197481936e+00 1.110269283087891301e+00
3.267256359733379689e+00 1.108106907748488634e+00
3.298672286269277443e+00 1.104183673172140612e+00
3.330088212805175196e+00 1.098008265058462829e+00
3.361504139341072950e+00 1.089361213053671618e+00
3.392920065876970703e+00 1.078228119049590816e+00
3.424335992412868457e+00 1.064829575580044096e+00
3.455751918948766210e+00 1.049529983263795652e+00
3.487167845484663964e+00 1.033031573078479148e+00
3.518583772020561717e+00 1.015919326530250411e+00
3.549999698556459471e+00 9.985893111985706394e-01
3.581415625092357224e+00 9.812835967494695222e-01
3.612831551628254978e+00 9.643764296953104553e-01
3.644247478164152731e+00 9.478805873050141217e-01
3.675663404700050485e+00 9.318264884150769811e-01
3.707079331235948239e+00 9.162411510184549357e-01
3.738495257771845992e+00 9.011275683871565745e-01
3.769911184307743746e+00 8.864980234575898788e-01
3.801327110843641499e+00 8.723963635545970430e-01
3.832743037379539253e+00 8.588675321957913722e-01
3.864158963915437006e+00 8.459738720178929805e-01
3.895574890451334760e+00 8.337829234018387936e-01
3.926990816987232513e+00 8.223777168693531259e-01
3.958406743523130267e+00 8.118557631456504442e-01
3.989822670059028020e+00 8.023388366785301207e-01
4.021238596594925774e+00 7.939920870289493005e-01
4.052654523130823527e+00 7.870599543898431083e-01
4.084070449666721281e+00 7.819034920652085940e-01
4.115486376202619034e+00 7.789415916790162209e-01
4.146902302738516788e+00 7.783186660842181803e-01
4.178318229274414541e+00 7.793379621333602625e-01
4.209734155810312295e+00 7.803000972018874215e-01
4.241150082346210048e+00 7.792248250657131114e-01
4.272566008882107802e+00 7.748697190766093978e-01
4.303981935418005556e+00 7.672243572060715167e-01
4.335397861953903309e+00 7.573017262260720583e-01
4.366813788489801063e+00 7.465261323588451292e-01
4.398229715025698816e+00 7.362031758423926986e-01
